Address,Price,Space,Rooms,Market,Year,Evelevator,Balcony,Level,Parking place
"Warszawa, Praga-Południe, ul. Podskarbińska",,63.65,3,,,,balkon,1/6,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Podskarbińska",,32.47,1,,,,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Podskarbińska",803748,67.26,3,,,,balkon,1/6,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Podskarbińska",,84.47,4,,,,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Podskarbińska",,43.63,2,,,,"taras, ogródek",parter/4,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Podskarbińska",,78.06,4,,,,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Ursynów",3290000,220,5,wtórny,tak,,,3/3,
"Warszawa, Praga-Południe, ul. Podskarbińska",,32.25,1,,,,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Praga-Południe",999000,86.1,4,wtórny,2011,tak,balkon,8/9,garaż/miejsce parkingowe
"Warszawa, Praga-Południe",399000,34,1,wtórny,1980,,balkon,2/10,
"Warszawa, Praga-Południe, Gocław",1350000,89.7,4,wtórny,2000,tak,taras,6/6,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Gocławek",1150000,108,5,wtórny,1999,nie,balkon,3/4,garaż/miejsce parkingowe
"Warszawa, Mokotów, Sielecka",670000,46.2,2,wtórny,1970,tak,balkon,6/10,
"Warszawa, Ursynów, Polinezyjska",529000,57.5,2,wtórny,1980,tak,balkon,10/10,
"Warszawa, Praga-Południe",1290000,86.13,3,wtórny,2021,tak,,1/5,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Malborska",599000,56,3,wtórny,1979,tak,balkon,7/11,
"Warszawa, Wola, Odolany, Jana Kazimierza",624900,36,2,wtórny,2014,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",,4/8,
"Warszawa, Mokotów",676000,39.8,2,wtórny,nie,,,3/4,
"Warszawa, Mokotów, ul. Bełska",579000,49,3,wtórny,blok,"telewizja kablowa, internet, telefon",balkon,2/10,
"Warszawa, Mokotów, ul. Tadeusza Hołówki 3",1540000,94.3,3,wtórny,1932,nie,,parter/3,
"Warszawa, Ursynów, ul. Stokłosy",699000,63.5,3,wtórny,1978,tak,balkon,10/10,garaż/miejsce parkingowe
"Warszawa, Bielany, Wawrzyszew, Petofiego Sandora",620000,56.8,3,wtórny,blok,domofon / wideofon,balkon,&gt; 10/15,
"Warszawa, Bielany, Hansa Christiana Andersena",510000,48.5,2,wtórny,1974,tak,balkon,10/11,
"Warszawa, Śródmieście, ul. Czerniakowska",1190000,79.27,4,wtórny,2022-08-01,plastikowe,balkon,3/4,
"Warszawa, Targówek, Bródno, Wyszogrodzka",399000,38,2,wtórny,nie,,,1/10,
"Warszawa, Wola, ul. Nowolipie",615000,44.95,2,wtórny,1950,"domofon / wideofon, monitoring / ochrona",,2/3,
"Warszawa, Śródmieście, Aleja Solidarności",998000,55.8,3,wtórny,1950,nie,balkon,3/4,
"Warszawa, Targówek, Targówek Mieszkaniowy, Tadeusza Korzona",990000,90,4,wtórny,2022-06-04,nie,,3/5,garaż/miejsce parkingowe
"Warszawa, Ursynów, Kabaty, ul. Relaksowa",649000,47,2,wtórny,2000,nie,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Bagatela",970000,46.5,2,wtórny,1914,tak,balkon,5/6,
"Warszawa, Praga-Południe, Saska Kępa, Międzynarodowa",555000,45.5,3,wtórny,1970,inne,balkon,3/10,
"Warszawa, Bemowo",639000,47,2,wtórny,1971,tak,balkon,1/10,
"Warszawa, Śródmieście, Zielna",1049000,53.5,2,wtórny,2022-06-01,plastikowe,,3/6,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Stanisława Noakowskiego 10",820000,47.9,2,wtórny,2022-06-30,drewniane,balkon,6/7,
"Warszawa, Ochota",645000,47,2,wtórny,1965,nie,balkon,3/3,
"Warszawa, Śródmieście, Stawki",759000,52.13,3,wtórny,tak,,,6/8,
"Warszawa, Ochota",687000,50,2,wtórny,plastikowe,piwnica,balkon,3/9,
"Warszawa, Bielany, Josepha Conrada",729000,60.1,2,wtórny,2022-05-31,plastikowe,"balkon, ogródek",parter/7,garaż/miejsce parkingowe
"Warszawa, Rembertów",649000,74,4,wtórny,1986,"piwnica, oddzielna kuchnia, pom. użytkowe",balkon,1/4,
"Warszawa, Mokotów, Stanisława Kierbedzia",1150000,62,3,wtórny,2022-04-29,tak,"balkon, taras",3/6,garaż/miejsce parkingowe
"Warszawa, Białołęka, Głębocka",520000,37.64,2,wtórny,2021,monitoring / ochrona,balkon,3/4,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Nowolipie",364000,15,1,wtórny,1956,nie,,parter/4,
"Warszawa, Żoliborz, ks. Jerzego Popiełuszki",675000,49.5,2,wtórny,1956,nie,,parter/4,
"Warszawa, Żoliborz, Sady Żoliborskie, Krasińskiego ",475000,27,1,wtórny,1936,teren zamknięty,,parter/3,
"Warszawa, Rembertów, Nowy Rembertów",505000,59,2,wtórny,1940,nie,ogródek,1/2,
"Warszawa, Ursus, Gołąbki, Henryka I Brodatego",919000,85.24,4,wtórny,2016,tak,balkon,6/6,garaż/miejsce parkingowe
"Warszawa, Wola, Jana Kazimierza",1175000,70,4,wtórny,2016,"system alarmowy, monitoring / ochrona",balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Mokotów, Dolny Mokotów, ul. Dolna",1550000,79.1,3,wtórny,2006,tak,balkon,2/2,
"Warszawa, Ursynów, rtm. Witolda Pileckiego",50965419,31.63,2,pierwotny,2022-10-01,tak,,3/5,garaż/miejsce parkingowe
"Warszawa, Targówek",570000,41.5,1,wtórny,2002,tak,balkon,10/15,garaż/miejsce parkingowe
"Warszawa, Wola, Kolejowa",1113000,53,2,wtórny,2021,"system alarmowy, monitoring / ochrona",balkon,4/6,garaż/miejsce parkingowe
"Warszawa, Żoliborz, pl. Woodrowa Wilsona",698000,47,2,wtórny,1936,nie,,1/4,
"Warszawa, Mokotów",540000,36.7,2,wtórny,1977,tak,,parter/10,
"Warszawa, Białołęka",615000,61.5,3,wtórny,1983,tak,"balkon, taras",9/11,
"Warszawa, Ursynów, ul. Wawrzyńca Surowieckiego",899000,63,3,wtórny,1986,nie,balkon,parter/3,
"Warszawa, Żoliborz, ul. Gwiaździsta",1650000,68,3,wtórny,2000,tak,taras,3/7,garaż/miejsce parkingowe
"Warszawa, Ursynów, Imielin, Zygmunta Pawlaczyka",703000,55.5,2,wtórny,1991,nie,"balkon, ogródek",parter/2,garaż/miejsce parkingowe
"Warszawa, Mokotów, Pole Mokotowskie, ul. Asfaltowa",976679,61.1,3,wtórny,1932,nie,,2/5,
"Warszawa, Wola, al. Aleja Prymasa Tysiąclecia",1795000,89.9,4,wtórny,2022,tak,taras,&gt; 10/24,garaż/miejsce parkingowe
"Warszawa, Wawer, ul. Wodniaków",749000,75,4,wtórny,2020,nie,"balkon, ogródek, taras",1/2,garaż/miejsce parkingowe
"Warszawa, Żoliborz, ul. Gwiaździsta",1650000,68,3,wtórny,2000,tak,taras,3/7,garaż/miejsce parkingowe
"Warszawa, Ursynów, Imielin, Zygmunta Pawlaczyka",703000,55.5,2,wtórny,1991,nie,"balkon, ogródek",parter/2,garaż/miejsce parkingowe
"Warszawa, Mokotów, Służewiec",560000,41.7,3,wtórny,blok,"piwnica, oddzielna kuchnia",balkon,3,
"Warszawa, Wola",475500,28.3,1,wtórny,1964,nie,,3/10,
"Warszawa, Bemowo, Witolda Doroszewskiego",650000,62,3,wtórny,2022-08-01,plastikowe,balkon,1/4,
"Warszawa, Wola",499000,37.1,2,wtórny,1973,nie,balkon,parter/10,
"Warszawa, Mokotów",679000,58.8,3,wtórny,1996,nie,,3/4,
"Warszawa, Praga-Południe, ul. Jana Nowaka-Jeziorańskiego 2",650000,54.02,3,wtórny,2021,internet,balkon,2/7,garaż/miejsce parkingowe
"Warszawa, Praga-Południe",802500,82.7,4,wtórny,1999,nie,taras,4/5,
"Warszawa, Praga-Południe, Józefa Dwernickiego",525000,35,2,wtórny,2022-05-23,plastikowe,,3/4,
"Warszawa, Mokotów",775000,48,2,wtórny,2006,tak,,8/8,garaż/miejsce parkingowe
"Warszawa, Wola",720000,62,3,wtórny,1951,nie,balkon,1/3,
"Warszawa, Włochy, Rakowska",558000,37.5,2,wtórny,2015,tak,balkon,2/4,
"Warszawa, Praga-Południe, Gocław",701300,46.5,3,pierwotny,2022-08-31,nie,balkon,5/6,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Gocław",661200,45,2,pierwotny,2022-08-31,nie,balkon,5/6,garaż/miejsce parkingowe
"Warszawa, Praga-Południe",537219,38.65,2,pierwotny,apartamentowiec,inne,balkon,1,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Saska Kępa, Berezyńska",2500000,121.8,4,wtórny,1938,nie,taras,parter/2,
"Warszawa, Mokotów",570000,38.2,2,wtórny,1972,domofon / wideofon,balkon,1/10,
"Warszawa, Ursus, Skorosze",760000,68.53,3,wtórny,1961,piwnica,balkon,1/4,
"Warszawa, Wola, ul. Ciepła",880000,42.33,2,,,,,7/16,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Gocław",662400,45,2,pierwotny,2022-05-01,nie,balkon,5/6,garaż/miejsce parkingowe
"Warszawa, Ursynów",1320000,67,3,wtórny,2014,"telewizja kablowa, internet, telefon",balkon,3/8,garaż/miejsce parkingowe
"Warszawa, Bemowo, Dywizjonu 303",890000,76.9,3,wtórny,2022-03-01,tak,"balkon, taras",1/3,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Józefa Dwernickiego",405000,34.5,1,wtórny,2022-04-12,plastikowe,,2/4,
"Warszawa, Ursynów, Stryjeńskich",460000,35.46,1,wtórny,2001,"telewizja kablowa, internet",,9/9,
"Warszawa, Ursus, Fabrica Ursus",590000,53.04,3,pierwotny,2024,tak,"balkon, taras",3/6,garaż/miejsce parkingowe
"Warszawa, Mokotów",750000,52,3,wtórny,1980,"telewizja kablowa, internet, telefon",,2/9,
"Warszawa, Praga-Południe, Biskupia",730000,67.56,3,wtórny,1998,nie,"balkon, ogródek, taras",parter/4,
"Warszawa, Białołęka, Flisaków",515000,42.8,2,wtórny,2019,tak,"balkon, ogródek",2/4,garaż/miejsce parkingowe
"Warszawa, Ochota, Wiślicka",649000,48,3,wtórny,1960,nie,balkon,2/4,
"Warszawa, Wilanów, ul. Trójpolowa",523128,36.84,2,,,,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Wawer, Motylkowa",780000,75,3,wtórny,2014,nie,balkon,1/1,garaż/miejsce parkingowe
"Warszawa, Mokotów, Gotarda",555000,41.6,3,wtórny,1960,tak,balkon,3/10,
"Warszawa, Wawer, Naddnieprzańska",559000,44,2,wtórny,2013,nie,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Białołęka",599000,45,3,wtórny,2018,"telewizja kablowa, internet, telefon",taras,3/3,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bukowińska",699000,55,3,wtórny,1980,tak,balkon,3/10,
"Warszawa, Śródmieście, al. Aleja Jana Pawła II",760000,52.9,3,wtórny,blok,domofon / wideofon,,&gt; 10/16,
"Warszawa, Włochy, Stare Włochy, Al. Jerozolimskie",1812500,125,5,wtórny,2003,tak,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Targówek, Krośniewicka 5",719820,53.32,2,pierwotny,2023,"telewizja kablowa, internet, telefon",balkon,2/2,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bukowińska",699000,55,3,wtórny,1980,tak,balkon,3/10,
"Warszawa, Wola, ul. Ciepła",861000,41.81,2,,,,,5/16,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Grochów, Kobielska",599000,50.7,2,wtórny,1984,monitoring / ochrona,,&gt; 10/13,garaż/miejsce parkingowe
"Warszawa, Ursynów",670000,63.4,4,wtórny,2021-11-02,plastikowe,balkon,4/4,
"Warszawa, Ursynów, Al. Wilanowska",590000,41.67,2,wtórny,blok,beton komórkowy,balkon,6/6,
"Warszawa, Aleksandrów",556000,46.6,2,wtórny,2021,nie,ogródek,parter/4,garaż/miejsce parkingowe
"Warszawa, Bielany",699500,49.3,3,wtórny,1975,"telewizja kablowa, internet, telefon",balkon,1/10,
"Warszawa, Śródmieście, Śródmieście Północne, Inflancka",1150000,73,4,wtórny,nie,,,9/12,garaż/miejsce parkingowe
"Warszawa, Śródmieście",1500000,61.08,3,wtórny,nie,,,2,
"Warszawa, Ursus, Skorosze, Bohaterów Warszawy",550000,52.27,3,wtórny,1967,monitoring / ochrona,,6/8,
"Warszawa, Bielany, Stefana Żeromskiego",719000,45.68,2,wtórny,1956,"piwnica, oddzielna kuchnia, pom. użytkowe",balkon,2/4,
"Warszawa, Włochy, Aleje Jerozolimskie",935000,71.3,4,wtórny,2010,monitoring / ochrona,"balkon, taras",1/4,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Emilii Plater",619000,34.32,2,wtórny,1970,"piwnica, pom. użytkowe",,4/12,
"Warszawa, Mokotów, al. gen. Władysława Sikorskiego",1140000,80.92,3,wtórny,2010,monitoring / ochrona,balkon,9/10,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Jasiniec",470500,51.34,3,,,,balkon,2/2,
"Warszawa, Bielany, Chomiczówka",549000,46,2,wtórny,1980,tak,balkon,5/6,garaż/miejsce parkingowe
"Warszawa, Bielany, Słodowiec",650000,47,2,wtórny,2022-07-01,nie,balkon,3/4,
"Warszawa, Mokotów",750000,43.67,2,wtórny,2016,meble,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Żoliborz, Tylżycka",850000,66.4,3,wtórny,1989,tak,balkon,&gt; 10/12,garaż/miejsce parkingowe
"Warszawa, Ursynów, Pieskowa Skała",735000,46,2,wtórny,nie,,,6/7,
"Warszawa, Praga-Południe, ul. Podskarbińska",,32.56,1,,,,"taras, ogródek",parter/4,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Emilii Plater",1139000,42.07,2,pierwotny,2023,"teren zamknięty, domofon / wideofon, monitoring / ochrona",balkon,3/4,garaż/miejsce parkingowe
"Warszawa, Bielany, Chomiczówka, Wojciecha Bogusławskiego",809000,84.81,4,wtórny,1977,meble,,2/11,
"Warszawa, Ursus, ul. Dyrekcyjna",,32.37,1,pierwotny,2024,"internet, telefon",balkon,1,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Przeworska",,51.09,2,,,,,5/5,garaż/miejsce parkingowe
"Warszawa, Ursynów",1305105,130.6,4,pierwotny,szeregowiec,inne,ogródek,parter,garaż/miejsce parkingowe
"Warszawa, Ursynów",839000,58.2,2,wtórny,2010,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",balkon,3,garaż/miejsce parkingowe
"Warszawa, Mokotów",1006740,48.31,3,pierwotny,apartamentowiec,inne,balkon,1,garaż/miejsce parkingowe
"Warszawa, Białołęka",612465,64.47,3,pierwotny,apartamentowiec,inne,ogródek,parter,garaż/miejsce parkingowe
"Warszawa, Praga-Południe",612300,43,2,pierwotny,2023,monitoring / ochrona,balkon,3/6,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Moniuszki Stanisława",699000,36.58,2,wtórny,1960,tak,,9/9,
"Warszawa, Bielany",430000,35,2,wtórny,1967,tak,,10/10,
"Warszawa, Wilanów, Sarmacka",1329000,75.17,2,wtórny,2010,monitoring / ochrona,taras,4/4,
"Warszawa, Wola",440000,37.98,2,wtórny,1963,oddzielna kuchnia,,parter/4,
"Warszawa, Mokotów, ul. Bogunki",1820000,96,3,wtórny,2001,tak,taras,5/5,garaż/miejsce parkingowe
"Warszawa, Wola, Młynów, Płocka",560000,47,3,wtórny,1960,domofon / wideofon,balkon,2/3,
"Warszawa, Wawer, Marysin Wawerski, ul. Storczykowa",599000,56,2,wtórny,2008,"telewizja kablowa, internet",balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Mokotów, Górny Mokotów",670000,50.2,2,wtórny,blok,"telewizja kablowa, internet",balkon,2/3,
"Warszawa, Bemowo",750000,84.65,4,wtórny,1990,nie,balkon,4/4,
"ul. Dionizosa, Warszawa, mazowieckie",,79.19,4,,,,taras,1/8,garaż/miejsce parkingowe
"ul. Dionizosa, Warszawa, mazowieckie",,43.05,3,,,,balkon,5/8,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, Targowa",597261,50.19,4,wtórny,1928,,,3/5,
"ul. Dionizosa, Warszawa, mazowieckie",,52.94,2,,,,taras,8/8,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Szarych Szeregów",,76.95,4,,,,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Szarych Szeregów",,35.9,2,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Szarych Szeregów",,59.32,3,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Szarych Szeregów",,38.39,2,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Szarych Szeregów",,76.95,4,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, Jana Blatona",750000,65.2,5,wtórny,2022-05-16,tak,balkon,8/11,
"Warszawa, Wola, ul. Szarych Szeregów",,45.69,2,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, Strzelecka",585000,50,2,wtórny,2022-05-01,nie,,3/5,garaż/miejsce parkingowe
"Warszawa, Białołęka",725000,62.79,3,wtórny,2019,tak,ogródek,parter/5,garaż/miejsce parkingowe
"Warszawa, Śródmieście, ul. Polna",794000,42,2,wtórny,2005,tak,,1/8,
"Warszawa, Bemowo, ul. Rosy Bailly",775000,74,4,wtórny,1987,"piwnica, oddzielna kuchnia, pom. użytkowe",balkon,2/9,
"Warszawa, Białołęka, ul. Krokwi",710000,55.8,2,wtórny,2013,,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Ursynów",534999,37,2,wtórny,2001,monitoring / ochrona,,5/17,
"Warszawa, Bemowo, Uniejowska",449000,36.6,2,wtórny,1981,"telewizja kablowa, internet",balkon,1/9,
"Warszawa, Mokotów",520000,34,1,wtórny,1975,,,3,
"Warszawa, Bielany, Klaudyny",390000,37,1,wtórny,1981,tak,balkon,&gt; 10/12,
"Warszawa, Śródmieście, Śródmieście Północne, Tamka",1189000,79.15,3,wtórny,1962,meble,,&gt; 10/14,
"Warszawa, Ursus, ul. Dyrekcyjna",,69.67,3,pierwotny,2024,"internet, telefon",balkon,1,garaż/miejsce parkingowe
"Warszawa, Włochy, ul. Budki Szczęśliwickie 1",,42.56,2,pierwotny,2021,"telewizja kablowa, internet, telefon",balkon,1,garaż/miejsce parkingowe
"Warszawa, Bielany, Przytyk 7",479999,48.14,3,wtórny,1967,monitoring / ochrona,,4/4,
"Warszawa, Śródmieście",7000000,192,6,wtórny,1910,,,4,
"Warszawa, Mokotów",4100000,140,5,wtórny,apartamentowiec,,,,
"Warszawa, Bielany, Szegedyńska",430000,36,2,wtórny,1967,tak,,10/10,garaż/miejsce parkingowe
"Warszawa, Żoliborz, Sady Żoliborskie, Ludwika Rydygiera",1279000,70.85,3,wtórny,2014,meble,"ogródek, taras",parter/8,garaż/miejsce parkingowe
"Warszawa, Wilanów, Powsinek",1625844,123.17,3,pierwotny,apartamentowiec,internet,ogródek,parter/2,
"Warszawa, Ursynów, Kabaty, Ekologiczna",1400000,105.2,4,wtórny,1998,nie,balkon,2/4,garaż/miejsce parkingowe
"Warszawa, Śródmieście",904581046,227.33,4,pierwotny,2022-04-22,tak,,5/5,garaż/miejsce parkingowe
"Warszawa, Targówek, Bródno, św. Wincentego",870000,67.4,3,wtórny,2002,cegła,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Giuseppe Verdiego",543000,54.3,3,pierwotny,2023,tak,"ogródek, taras",parter/2,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Czerniakowska",929000,71.4,5,wtórny,1995,,balkon,parter/6,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Gębicka",629900,62.7,3,wtórny,2022-05-21,tak,balkon,parter/4,
"Warszawa, Wesoła",715000,27,1,wtórny,1950,meble,,1/5,
"Warszawa, Wola, ul. Okocimska",399000,31,2,wtórny,blok,,,6,
"Warszawa, Wawer",700000,85,3,pierwotny,dom wolnostojący,,"balkon, ogródek",,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Kąty Grodziskie",599000,55,3,wtórny,2020,nie,"ogródek, taras",parter/2,garaż/miejsce parkingowe
"Warszawa, Wilanów, Herbu Janina",649000,41,2,wtórny,2017,meble,,parter/4,
"ul. Dionizosa, Warszawa, mazowieckie",,66.59,3,,,,balkon,3/8,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Powiśle, Drewniana",14000000,237,5,wtórny,2011,tak,balkon,5/5,garaż/miejsce parkingowe
"Warszawa, Mokotów, Dolny Mokotów, Podchorążych",9800000,274,6,wtórny,2015,tak,"balkon, taras",1/5,garaż/miejsce parkingowe
"Warszawa, Białołęka, Brzeziny",501362,54.26,3,pierwotny,2022,,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Elektoralna",595000,35,1,wtórny,1950,"telewizja kablowa, internet",,1/4,
"Warszawa, Ochota, Szczęśliwice, Włodarzewska",1220000,80,4,wtórny,2021-10-01,drewniane,,5/8,garaż/miejsce parkingowe
"Warszawa, Wawer, Wał Miedzeszyński",485000,53.8,2,wtórny,2003,cegła,,2/2,garaż/miejsce parkingowe
"Warszawa, Wola, Emila Zegadłowicza",789000,70,3,wtórny,1994,internet,,5/5,
"Warszawa, Bemowo, Juliusza Kaden-Bandrowskiego",448000,35,2,wtórny,1988,tak,balkon,3/9,garaż/miejsce parkingowe
"Warszawa, Targówek, Bródno, Krasnobrodzka",574000,64,3,wtórny,2022-07-01,tak,,&gt; 10/10,garaż/miejsce parkingowe
"Warszawa, Wola",2900000,139,4,wtórny,2010,monitoring / ochrona,balkon,7/8,garaż/miejsce parkingowe
"Warszawa, Ursynów, Imielin, Wilhelma Konrada Roentgena",689000,55,2,wtórny,2022-07-01,tak,balkon,3/6,
"Warszawa, Ursus, ul. Dyrekcyjna",,50.19,3,pierwotny,2024,"internet, telefon",balkon,1,garaż/miejsce parkingowe
"Warszawa, Włochy, ul. Budki Szczęśliwickie 1",,42.56,2,pierwotny,2021,"telewizja kablowa, internet, telefon",balkon,4,garaż/miejsce parkingowe
"Warszawa, Żoliborz, Cytadela, Dymińska",699999,43,2,wtórny,1930,nie,,4/4,
"Warszawa, Mokotów, Chocimska",747000,37,2,wtórny,1924,,,4/6,
"Warszawa, Śródmieście",660000,51,2,wtórny,1972,"system alarmowy, monitoring / ochrona",,9/15,garaż/miejsce parkingowe
"Warszawa, Targówek, Elsnerów, Pohulanka",530000,41.28,2,wtórny,2022-05-20,plastikowe,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Śródmieście",660000,51,3,wtórny,1972,"system alarmowy, monitoring / ochrona",,9/15,garaż/miejsce parkingowe
"Warszawa, Białołęka, Luciana Pavarottiego",389000,38.15,2,wtórny,2023,tak,,2/2,
"Warszawa, Praga-Południe, Motorowa",1000000,75,4,wtórny,2019,monitoring / ochrona,taras,4/15,garaż/miejsce parkingowe
"Warszawa, Ochota, Mołdawska",1340000,81.4,3,wtórny,2010,monitoring / ochrona,,2/6,
"Warszawa, Praga-Południe, Aleja Jerzego Waszyngtona",575000,46.4,2,wtórny,1955,,balkon,1/3,
"Warszawa, Wola, Towarowa",882501,32.12,1,pierwotny,2024-08-30,tak,,&gt; 10/29,garaż/miejsce parkingowe
"Warszawa, Wola, Prosta",2062315,81.21,3,pierwotny,2024,monitoring / ochrona,,&gt; 10/29,garaż/miejsce parkingowe
"Warszawa, Mokotów, Służewiec, Bełdan",799000,63,3,wtórny,2022-07-01,tak,balkon,7/8,
"Warszawa, Wola, Juliana Konstantego Ordona",895000,70.13,3,wtórny,1953,meble,,parter/2,garaż/miejsce parkingowe
"Warszawa, Wesoła, Słowicza",1250000,118.96,5,wtórny,2022-04-10,plastikowe,"balkon, ogródek",2/2,garaż/miejsce parkingowe
"Warszawa, Bemowo",590000,62,3,wtórny,2022-05-20,plastikowe,balkon,6/8,
"Warszawa, Praga-Południe, Saska Kępa",675000,56.7,2,wtórny,1962,nie,,5/10,
"Warszawa, Ochota, Barska",818000,54.5,2,wtórny,1958,nie,balkon,3/4,
"Warszawa, Bielany, Dorycka",389000,24.4,1,wtórny,1970,monitoring / ochrona,balkon,7/10,
"Warszawa, Mokotów, Granitowa",950000,63,3,wtórny,2007,tak,balkon,4/13,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, ul. Naddnieprzańska",570000,43.85,2,wtórny,2013,"domofon / wideofon, monitoring / ochrona",balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Pałuków",,63.69,3,,,,balkon,3/8,garaż/miejsce parkingowe
"Warszawa, Ursus",475000,33,2,wtórny,2018,tak,"balkon, taras",5/8,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Powiśle",558000,36,2,wtórny,blok,"drzwi / okna antywłamaniowe, domofon / wideofon",balkon,2/4,
"Warszawa, Włochy, ul. Sabały",680000,53,3,wtórny,1936,nie,ogródek,parter/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, Jana Husa",718336,78.12,3,pierwotny,2022,monitoring / ochrona,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bemowo, Dywizjonu 303",765000,58,2,wtórny,2010,tak,balkon,1/7,garaż/miejsce parkingowe
"Warszawa, Praga-Południe",639000,50.7,2,wtórny,1980,tak,balkon,10/10,
"Warszawa, Ursynów, Aleja Komisji Edukacji Narodowej",650000,49.8,2,wtórny,1984,meble,balkon,3/4,garaż/miejsce parkingowe
"Warszawa, Żoliborz, Stary Żoliborz, okolica Wyspiańskiego/Popiełuszki/klimat/po remoncie/widok/kamienica z 1950 r.",815500,51,2,wtórny,1950,nie,balkon,3/4,
"Warszawa, Śródmieście, Śródmieście Południowe, przy Emila Zoli/ciche/winda/kamienica",820000,50,2,wtórny,1955,"piwnica, oddzielna kuchnia",,1/5,
"Warszawa, Praga-Południe, Komorska",600000,63.18,3,wtórny,blok,wielka płyta,balkon,9/12,
"Warszawa, Targówek, Bródno, Krasiczyńska",610000,56.6,3,wtórny,2022-06-01,plastikowe,balkon,4/4,
"Warszawa, Praga-Południe",995000,69,2,wtórny,1996,nie,balkon,4/5,
"Warszawa, Wola, Krochmalna",660000,51,3,wtórny,1972,"system alarmowy, monitoring / ochrona",,9/15,garaż/miejsce parkingowe
"Warszawa, Wola, Krochmalna",660000,51,2,wtórny,1972,"system alarmowy, monitoring / ochrona",,9/15,garaż/miejsce parkingowe
"Warszawa, Mokotów, Promenada",655000,38.57,2,wtórny,2022-06-01,plastikowe,,1/3,
"Warszawa, Śródmieście, Nowogrodzka",1810000,98.98,5,wtórny,1913,"domofon / wideofon, monitoring / ochrona",,4/4,
"Warszawa, Wola, Aleja Jana Pawła II",1540000,96.2,5,wtórny,2000,tak,,8/12,garaż/miejsce parkingowe
"Warszawa, Żoliborz, Przasnyska",880000,49,2,wtórny,apartamentowiec,,balkon,2/6,garaż/miejsce parkingowe
"Warszawa, Mokotów, Antoniego Józefa Madalińskiego",1170000,78.3,3,wtórny,1951,"piwnica, oddzielna kuchnia, pom. użytkowe",,parter/4,
"Warszawa, Wola, ul. Szarych Szeregów",,43.39,2,,,,balkon,2/5,garaż/miejsce parkingowe
